Date,Open,High,Low,Close,Adj Close,Volume
2018-02-12,6606.509766,7307.669922,6601.169922,7238.939941,7238.939941,168800447
2018-02-11,7005.089844,7005.089844,6424.439941,6606.509766,6606.509766,130298613
2018-02-10,7084.979980,7435.410156,6684.930176,7004.350098,7004.350098,203999393
2018-02-09,6755.160156,7157.939941,6368.669922,7085.009766,7085.009766,197249406
2018-02-08,6177.359863,7094.399902,6169.850098,6755.160156,6755.160156,223773717
2018-02-07,6206.870117,7018.930176,5804.859863,6177.359863,6177.359863,357374621
2018-02-06,5485.209961,6442.209961,4725.240234,6207.049805,6207.049805,573323711
2018-02-05,6544.209961,6703.109863,5255.290039,5480.879883,5480.879883,422397032
2018-02-04,7424.270020,7536.310059,6241.620117,6544.209961,6544.209961,224046248
2018-02-03,7098.779785,7639.790039,6546.779785,7424.290039,7424.290039,186666408
2018-02-02,7179.600098,7377.439941,6003.399902,7097.120117,7097.120117,478795253
